Date,Open,High,Low,Close,Volume,OpenInt
2023-12-14,24.868,25.021,23.928,24.424,35310,8581
2023-12-14,24.684,25.19,24.615,24.705,36912,1484
2023-12-14,24.984,25.328,24.812,25.327,48895,3227
2023-12-14,24.214,24.776,23.567,23.601,38043,7913
2023-12-14,23.31,23.475,22.695,23.207,18259,6385
2023-12-14,23.801,24.574,23.359,23.809,47308,5133
2023-12-14,24.184,24.235,23.652,23.779,29329,8450
2023-12-14,24.907,25.882,24.201,24.205,26578,3336
2023-12-14,24.24,24.395,23.818,23.886,7188,2788
2023-12-14,23.436,24.373,23.004,24.053,28941,297
2023-12-14,23.077,23.175,22.62,22.681,39619,9933
2023-12-14,24.625,25.09,23.736,23.798,40157,3351
2023-12-14,23.436,23.831,22.543,23.417,32751,1555
2023-12-14,23.815,24.63,23.468,24.213,31414,6889
2023-12-14,24.075,24.736,23.785,24.073,44328,6826
2023-12-14,24.206,24.867,23.792,24.48,10571,5535
2023-12-14,23.187,23.436,22.955,23.364,42666,546
2023-12-14,23.168,24.094,22.748,23.611,47023,2955
2023-12-14,24.915,25.726,24.822,25.179,7175,1956
2023-12-14,24.297,24.598,23.825,24.004,31642,6052
2023-12-14,23.21,23.586,23.026,23.065,42228,7464
2023-12-14,23.329,23.977,22.789,23.743,39281,5704
2023-12-14,24.713,24.793,23.927,24.452,49915,5855
2023-12-14,24.432,25.332,24.206,25.299,34914,7139
2023-12-14,24.392,24.902,24.211,24.811,20398,4443
2023-12-14,23.622,24.536,22.715,23.487,20919,544
2023-12-14,24.985,25.266,24.284,24.525,12976,4503
2023-12-14,23.872,24.124,23.358,23.433,26290,8179
2023-12-14,23.179,23.459,23.002,23.297,46122,6707
2023-12-14,24.215,24.379,23.746,24.035,34599,654
2023-12-14,23.708,24.251,22.942,23.348,25108,7988
2023-12-14,24.658,25.405,24.326,24.913,7278,7515
2023-12-14,24.787,25.271,24.616,24.645,26771,7168
2023-12-14,23.231,23.381,22.853,23.23,44657,8139
2023-12-14,24.126,25.015,23.178,24.947,37682,8910
2023-12-14,23.368,23.442,22.739,22.82,14891,2309
2023-12-14,23.616,23.904,23.197,23.836,20745,947
2023-12-14,24.541,24.674,24.509,24.618,22159,5337
2023-12-14,24.759,25.019,24.254,24.64,15596,5149
2023-12-14,24.04,24.988,23.55,24.289,16489,4336
2023-12-14,23.504,23.951,22.647,22.766,42256,4664
2023-12-14,23.72,24.699,23.509,23.967,2835,2308
2023-12-14,23.403,23.933,22.645,23.87,9891,6832
2023-12-14,24.378,24.539,23.737,24.078,17440,193
2023-12-14,24.377,24.592,24.335,24.42,24656,965
2023-12-14,23.513,24.346,23.186,24.191,9992,3961
2023-12-14,23.327,23.922,22.662,23.124,42409,8416
2023-12-14,24.005,24.233,23.223,23.758,20158,1891
2023-12-14,24.424,24.759,23.431,23.947,7706,3854
2023-12-14,24.022,24.42,23.61,23.715,47354,7370
2023-12-14,23.432,23.629,22.798,23.463,36975,2429
2023-12-14,23.301,24.02,23.132,23.897,49167,118
2023-12-14,24.073,24.679,23.962,24.409,41560,3787
2023-12-14,24.822,25.102,24.264,24.497,2741,7276
2023-12-14,23.773,24.406,23.156,24.198,40328,2279
2023-12-14,24.95,25.397,24.047,25.238,41065,1327
2023-12-14,23.949,24.089,23.048,23.606,48567,40
2023-12-14,24.225,24.542,23.401,24.402,35176,8593
2023-12-14,24.063,24.786,24.051,24.087,34298,7918
2023-12-14,23.818,24.239,23.529,23.549,7901,4035
2023-12-14,23.346,24.109,22.581,23.681,38552,8214
2023-12-14,23.791,24.137,23.27,23.389,33344,4748
2023-12-14,24.018,24.709,23.766,24.161,46475,3610
2023-12-14,24.492,25.439,23.822,24.531,38659,4185
2023-12-14,24.977,25.282,24.803,25.112,16235,9412
2023-12-14,24.686,25.295,24.459,24.845,44184,2953
2023-12-14,24.594,25.179,23.669,24.945,31890,7616
2023-12-14,23.722,24.597,23.72,24.531,15822,9736
2023-12-14,24.897,24.953,24.866,24.878,37928,2697
2023-12-14,23.541,24.464,23.195,23.276,38409,9153
2023-12-14,24.132,24.973,23.689,24.16,11204,2069
2023-12-14,23.205,24.112,23.02,23.703,48920,443
2023-12-14,23.894,24.257,23.614,24.117,20292,9851
2023-12-14,23.707,24.479,23.025,23.878,26928,3961
2023-12-14,23.614,24.482,22.814,23.363,4382,6003
2023-12-14,23.454,24.256,22.911,23.322,4642,5207
2023-12-14,23.411,23.771,23.348,23.529,24268,9856
2023-12-14,23.738,24.45,23.06,24.073,32430,4437
2023-12-14,24.749,24.945,24.727,24.853,44892,8632
2023-12-14,23.445,23.803,22.708,22.973,5976,4071
2023-12-14,24.296,25.214,23.4,23.951,12656,3932
2023-12-14,24.77,25.269,24.489,24.706,45459,7779
2023-12-14,23.617,23.788,22.866,23.425,15014,6807
2023-12-14,23.002,23.534,22.936,23.369,27857,569
2023-12-14,24.263,25.027,23.452,24.004,46816,6310
2023-12-14,23.662,23.99,23.028,23.409,42325,9076
2023-12-14,24.729,24.972,24.122,24.849,22849,4749
2023-12-14,23.386,23.829,22.554,23.184,31678,4001
2023-12-14,23.614,24.424,23.515,23.604,32571,5403
2023-12-14,24.932,25.388,24.368,24.61,33457,7029
2023-12-14,24.767,25.608,23.876,25.491,41042,946
2023-12-14,24.24,24.45,23.649,24.275,8259,8941
2023-12-14,23.386,23.825,22.741,22.814,38349,4191
2023-12-14,23.958,24.43,23.777,24.359,28381,6932
2023-12-14,24.432,24.546,23.998,24.203,27804,8052
2023-12-14,24.837,25.724,24.685,25.3,7714,9100
2023-12-14,23.94,24.513,23.807,24.441,22745,1906
2023-12-14,24.909,25.397,24.526,24.966,6478,5766
2023-12-14,24.991,25.848,24.394,25.44,48010,1600
2023-12-14,23.592,23.961,22.915,22.99,19578,3711
2023-12-14,23.187,23.288,22.431,23.146,47405,3890
2023-12-14,23.226,23.712,22.333,22.987,11561,1810
2023-12-14,23.996,24.47,23.234,24.427,9478,9565
2023-12-14,24.97,25.775,24.509,25.546,25481,3591
2023-12-14,23.385,23.42,23.148,23.259,13291,6433
2023-12-14,24.803,25.536,24.486,24.785,41886,9496
2023-12-14,23.195,24.034,23.133,23.981,8329,204
2023-12-14,24.023,24.801,23.146,24.426,1140,5679
2023-12-14,23.232,24.04,22.742,23.442,15022,4438
2023-12-14,23.308,23.748,23.3,23.469,9077,7336
2023-12-14,24.01,24.4,23.194,24.174,41671,8785
2023-12-14,23.101,23.761,22.559,22.912,45090,5632
2023-12-14,24.531,25.315,24.452,24.909,16396,3549
2023-12-14,24.88,25.647,24.093,24.896,37985,8309
2023-12-14,23.027,23.304,22.724,23.108,48585,1546
2023-12-14,23.996,24.212,23.038,23.786,46354,7616
2023-12-14,23.753,23.795,22.947,23.755,37820,5202
2023-12-14,24.622,25.253,24.535,24.943,38621,7021
2023-12-14,24.608,25.381,24.25,24.673,29741,3048
2023-12-14,23.776,24.318,23.459,23.613,11697,2784
2023-12-14,23.055,23.81,22.526,23.302,26118,6916
2023-12-14,24.765,25.298,24.093,25.294,4102,3389
2023-12-14,23.545,23.793,23.249,23.645,30401,8084
2023-12-14,23.191,23.421,22.435,23.262,18059,28
2023-12-14,24.548,25.206,24.313,24.424,31713,9498
2023-12-14,24.88,24.909,24.161,24.238,41239,4119
2023-12-14,23.785,23.881,23.539,23.849,1919,7253
2023-12-14,24.029,24.386,23.482,23.508,34133,7331
2023-12-14,24.222,24.871,23.961,24.645,36889,124
2023-12-14,23.236,23.422,23.178,23.341,34591,7658
2023-12-14,24.018,24.563,23.193,23.984,24595,2046
2023-12-14,23.304,24.138,23.123,23.846,28326,2875
2023-12-14,23.011,23.574,22.892,22.989,11242,8729
2023-12-14,24.098,24.469,23.48,24.357,12451,3515
2023-12-14,23.593,23.894,22.842,23.227,42521,4487
2023-12-14,24.614,25.486,24.103,24.773,47629,8141
2023-12-14,24.472,25.414,23.758,24.881,19490,6926
2023-12-14,24.534,24.909,23.806,24.541,46411,1062
2023-12-14,23.249,23.627,23.222,23.533,4918,4969
2023-12-14,23.282,23.72,23.019,23.246,49390,3285
2023-12-14,24.702,24.721,24.439,24.714,41142,6596
2023-12-14,24.123,24.204,23.39,23.892,32933,7024
2023-12-14,23.327,24.302,22.848,23.523,46381,7100
2023-12-14,24.515,24.868,24.395,24.681,4612,1403
2023-12-14,23.958,24.732,23.455,23.812,5022,1271
2023-12-14,24.562,25.118,23.62,23.83,11251,2469
2023-12-14,23.832,23.925,22.853,23.242,39576,5673
2023-12-14,23.005,23.616,22.642,22.906,16594,1085
2023-12-14,24.039,24.974,23.763,24.659,2956,6251
2023-12-14,23.68,24.301,23.245,23.73,26309,2268
2023-12-14,24.403,24.617,24.245,24.533,41099,1347
2023-12-14,23.722,23.836,23.384,23.594,17302,88
2023-12-14,24.602,24.606,24.576,24.583,41559,5060
2023-12-14,24.214,24.536,23.919,24.526,48039,8672
2023-12-14,24.311,25.101,24.168,24.576,37985,4158
2023-12-14,23.861,24.563,23.091,23.553,33978,3001
2023-12-14,23.336,24.265,22.626,23.839,44311,7527
2023-12-14,24.247,24.864,23.46,23.558,41786,6952
2023-12-14,24.755,25.751,24.162,25.341,12540,3141
2023-12-14,23.043,23.735,22.629,23.056,32426,4530
2023-12-14,24.399,25.272,23.639,24.065,18979,1347
2023-12-14,23.306,24.174,22.373,24.082,41347,3676
2023-12-14,24.476,25.187,24.18,24.907,27333,9766
2023-12-14,24.928,25.107,24.251,24.278,10982,7940
2023-12-14,24.323,25.145,23.646,23.932,48066,5317
2023-12-14,23.538,24.075,22.591,22.806,10232,1009
2023-12-14,24.099,25.096,23.523,23.632,16290,3857
2023-12-14,23.742,23.816,23.3,23.513,10968,7173
2023-12-14,23.001,23.751,22.982,23.414,36661,5435
2023-12-14,23.232,23.704,22.563,23.363,16813,6723
2023-12-14,23.917,24.544,23.836,24.492,36196,7916
2023-12-14,24.853,25.037,24.477,24.916,39937,8516
2023-12-14,24.892,25.608,24.764,24.835,33890,6698
2023-12-14,23.527,23.864,22.53,23.478,15956,1351
2023-12-14,24.598,24.975,24.567,24.781,31122,2502
2023-12-14,23.339,24.055,22.567,23.443,37756,1119
2023-12-14,23.29,24.11,22.788,23.461,13935,9352
2023-12-14,23.2,23.89,23.136,23.872,42019,8508
2023-12-14,23.24,23.427,22.431,22.825,36327,3103
2023-12-14,24.382,24.508,23.651,23.975,18651,1108
2023-12-14,23.658,23.983,22.669,23.129,29310,9075
2023-12-14,23.554,24.055,23.08,23.149,44579,6510
2023-12-14,24.284,24.507,24.249,24.46,47957,7495
2023-12-14,23.64,24.163,23.078,23.694,37055,4432
2023-12-14,24.026,24.89,23.833,24.609,34086,7710
2023-12-14,23.79,23.872,22.977,23.093,47289,6186
2023-12-14,24.609,24.632,24.437,24.586,32719,5978
2023-12-14,23.984,24.586,23.432,23.551,20495,5866
2023-12-14,24.457,24.611,24.211,24.343,47877,8115
2023-12-14,23.232,23.657,22.754,23.489,11178,4277
2023-12-14,24.113,24.875,24.05,24.586,26671,6914
2023-12-14,24.077,24.084,23.24,23.384,9534,600
2023-12-14,23.813,24.534,23.63,23.723,36667,9754
2023-12-14,24.476,24.747,24.389,24.601,4431,6656
2023-12-14,23.493,24.167,22.81,23.283,26417,6881
2023-12-14,24.342,24.637,23.836,24.409,43516,812
2023-12-14,23.805,24.354,23.273,23.482,23181,7621
2023-12-14,23.034,23.168,22.848,22.971,4880,8339
2023-12-14,24.015,24.285,23.117,24.237,37447,8963
2023-12-14,24.109,24.471,23.827,23.842,36022,3689
2023-12-14,24.384,24.833,23.586,24.581,4091,4168
2023-12-14,24.535,25.273,23.632,23.858,27956,1487
2023-12-14,24.608,24.763,24.543,24.587,23431,6320
2023-12-14,24.209,24.832,23.469,23.755,15016,8782
2023-12-14,23.094,23.594,22.803,23.41,40484,6773
2023-12-14,24.152,24.681,23.628,24.508,21670,3249
2023-12-14,23.862,24.616,23.335,24.498,16868,6705
2023-12-14,24.868,25.674,24.527,24.96,40724,5003
2023-12-14,24.729,25.1,23.842,24.576,15065,7150
2023-12-14,24.877,25.698,23.883,25.541,44240,4294
2023-12-14,24.387,24.751,23.68,23.704,33938,1800
2023-12-14,24.468,25.462,24.242,25.161,37554,9322
2023-12-14,24.514,25.215,23.734,24.726,32142,9082
2023-12-14,24.386,25.229,23.886,24.467,40465,3414
2023-12-14,24.035,24.974,23.978,24.928,17986,7906
2023-12-14,24.21,24.697,23.836,24.24,26853,5392
2023-12-14,23.901,24.016,23.247,23.678,30474,7884
2023-12-14,23.822,24.204,23.667,23.895,1831,6059
2023-12-14,24.334,24.641,23.381,24.485,23463,9722
2023-12-14,23.131,23.409,22.58,22.878,40030,7310
2023-12-14,23.843,24.413,23.773,24.021,5817,3834
2023-12-14,24.969,25.345,24.902,25.208,10297,8778
2023-12-14,24.878,25.307,24.412,25.052,5106,6037
2023-12-14,23.881,24.705,23.849,24.24,15583,2416
2023-12-14,24.729,25.346,24.426,24.876,15308,3161
2023-12-14,23.277,23.367,22.988,23.312,32315,553
2023-12-14,23.052,23.675,22.399,23.297,43097,7312
2023-12-14,24.18,24.949,23.5,24.444,4603,3698
2023-12-14,23.019,23.122,22.173,22.356,14656,4860
2023-12-14,23.006,23.571,22.997,23.54,15216,178
2023-12-14,24.335,25.132,23.715,24.642,23354,2085
2023-12-14,24.067,24.766,24.021,24.723,3800,1981
2023-12-14,24.129,24.337,23.149,23.478,27857,307
2023-12-14,24.077,24.899,23.326,23.687,46014,1783
2023-12-14,24.731,25.548,23.741,24.489,33911,7014
2023-12-14,24.341,24.921,23.752,24.111,22188,7312
2023-12-14,24.481,25.303,23.896,24.077,44486,8835
2023-12-14,24.062,24.987,23.122,23.424,5515,3407
2023-12-14,23.844,23.942,23.577,23.791,33484,4787
2023-12-14,23.662,24.22,23.14,23.75,29587,8136
2023-12-14,24.569,25.326,24.172,24.957,11178,2086
2023-12-14,23.462,23.903,22.964,23.489,3643,3260
2023-12-14,24.717,25.451,24.041,25.247,15846,9303
2023-12-14,24.32,24.977,23.804,24.295,15657,6373
2023-12-14,23.228,24.108,23.114,24.036,6906,5198
2023-12-14,23.356,23.9,22.879,23.099,44186,9722
2023-12-14,24.233,24.872,23.794,24.576,14436,833
2023-12-14,23.222,23.42,22.514,22.532,35331,3425
2023-12-14,24.612,24.744,23.687,24.462,20954,5159
2023-12-14,24.539,25.012,23.756,24.103,20877,241
2023-12-14,23.274,24.181,22.857,23.769,47952,9562
2023-12-14,23.205,23.882,22.69,23.711,6665,5138
2023-12-14,23.592,24.347,23.584,23.944,6142,6346
2023-12-14,24.826,24.932,23.917,24.543,15260,2838
2023-12-14,24.534,24.927,24.264,24.481,2919,3814
2023-12-14,24.941,25.63,24.069,24.39,8331,355
2023-12-14,23.895,24.872,23.346,24.691,29608,3245
2023-12-14,23.21,23.302,22.803,23.057,48097,2583
2023-12-14,24.069,24.83,23.884,24.739,6957,5183
2023-12-14,24.147,24.241,23.472,23.608,17095,9220
2023-12-14,24.708,24.756,23.823,23.915,47799,9421
2023-12-14,24.051,24.524,23.472,24.286,9458,2370
2023-12-14,23.103,23.941,22.604,23.234,49932,8468
2023-12-14,24.486,24.741,24.344,24.457,1864,6872
2023-12-14,24.059,24.247,23.939,23.976,25712,4749
2023-12-14,23.628,23.657,22.778,23.239,42651,359
2023-12-14,23.203,23.74,22.971,23.194,9101,1039
2023-12-14,24.53,25.128,23.905,23.934,29281,5298
2023-12-14,24.216,24.741,23.3,24.406,4927,7711
2023-12-14,23.338,24.232,22.874,23.631,17370,4773
2023-12-14,23.26,23.275,23.144,23.259,47693,5807
2023-12-14,23.624,23.738,23.437,23.733,45107,65
2023-12-14,24.262,24.61,23.43,23.78,4154,8154
2023-12-14,24.737,24.807,24.339,24.696,35400,3149
2023-12-14,23.093,23.46,22.5,22.939,14743,5475
2023-12-14,23.137,23.919,22.176,23.583,7547,621
2023-12-14,24.938,25.913,24.198,24.338,10918,8117
2023-12-14,24.768,25.338,24.175,24.304,30756,2369
2023-12-14,24.433,25.334,24.008,24.702,40313,4986
2023-12-14,24.364,25.33,23.904,24.753,43295,8833
2023-12-14,24.108,24.706,23.659,24.476,35028,29
2023-12-14,24.92,25.676,23.966,25.592,7299,2657
2023-12-14,24.318,24.925,23.444,24.616,30880,8094
2023-12-14,24.248,24.667,23.943,24.346,33644,6578
2023-12-14,24.086,24.552,23.42,24.091,33076,1865
2023-12-14,24.025,24.88,23.77,24.622,10365,8584
2023-12-14,24.659,25.373,24.537,25.197,29208,6481
2023-12-14,23.861,24.753,23.753,24.549,43250,8248
2023-12-14,23.495,23.772,23.492,23.704,3166,1733
2023-12-14,24.696,25.218,24.194,24.722,1637,6436
2023-12-14,24.027,24.422,23.729,24.114,4000,6871
2023-12-14,23.884,24.643,23.07,23.994,21058,4718
2023-12-14,24.647,24.702,23.657,23.819,18008,7089
2023-12-14,24.604,25.503,23.783,24.695,26264,1538
2023-12-14,23.825,24.738,23.549,24.432,30111,2639
2023-12-14,24.165,25.094,23.854,24.24,35686,922
2023-12-14,23.777,24.019,23.258,23.641,49615,2476
2023-12-14,23.057,23.976,22.146,23.296,4644,7354
2023-12-14,23.071,23.878,22.156,23.679,39420,2003
2023-12-14,23.051,23.703,22.667,23.4,48227,8048
2023-12-14,23.302,23.516,23.156,23.295,45936,3391
2023-12-14,24.741,25.547,24.411,25.468,19086,180
2023-12-14,24.973,25.178,24.235,24.304,6114,3889
2023-12-14,24.7,25.311,24.238,24.601,13852,91
2023-12-14,24.493,25.159,24.423,25.024,15060,7649
2023-12-14,23.124,23.984,22.648,23.34,12185,9781
2023-12-14,23.026,23.579,22.851,23.288,33306,3390
2023-12-14,24.167,24.373,24.033,24.172,22932,5494
2023-12-14,24.385,25.172,24.212,24.822,48038,1594
2023-12-14,23.181,24.123,22.419,22.601,1289,5604
2023-12-14,24.724,25.627,24.674,25.226,3049,9816
2023-12-14,23.677,24.366,23.516,23.711,46474,8146
2023-12-14,23.4,24.184,22.948,22.963,28680,4836
2023-12-14,24.219,24.627,23.735,24.447,4386,4284
2023-12-14,23.271,23.653,22.545,23.543,35563,1630
2023-12-14,24.368,24.824,23.685,24.746,39811,4303
2023-12-14,23.461,23.94,22.854,23.409,16639,8132
2023-12-14,23.856,24.631,23.094,23.342,43277,9784
2023-12-14,24.892,25.026,23.965,24.535,46894,2286
2023-12-14,24.565,24.672,24.178,24.561,6402,7920
2023-12-14,24.734,25.6,24.564,24.89,10744,9590
2023-12-14,23.161,23.911,22.479,23.161,37112,1158
2023-12-14,23.642,23.981,22.985,23.83,46342,7343
2023-12-14,24.71,25.495,24.157,24.728,17349,7165
2023-12-14,23.696,24.338,23.026,24.099,17762,1500
2023-12-14,23.298,24.079,22.42,23.372,41211,7731
2023-12-14,24.47,25.175,24.21,24.34,39004,2186
2023-12-14,24.626,24.733,23.856,24.139,39149,2530
2023-12-14,24.996,25.759,24.61,25.637,33392,4190
2023-12-14,24.787,24.843,24.305,24.746,4111,8548
2023-12-14,23.471,23.512,22.762,22.846,20865,658
2023-12-14,24.464,25.071,24.052,24.184,28111,9751
2023-12-14,24.4,24.605,23.546,24.45,26644,7947
2023-12-14,24.639,24.946,24.583,24.675,6952,7006
2023-12-14,24.053,24.2,23.325,23.99,8288,1033
2023-12-14,23.158,24.07,22.825,24.057,38270,3832
2023-12-14,24.442,24.86,23.582,24.304,35696,1445
2023-12-14,23.925,24.579,23.886,23.887,35173,3722
2023-12-14,24.314,24.699,23.698,24.558,16310,2819
2023-12-14,24.978,25.367,24.474,25.32,12071,2499
2023-12-14,24.78,25.329,23.803,24.868,4711,6334
2023-12-14,23.599,23.711,23.451,23.538,9800,2878
2023-12-14,23.173,23.209,23.039,23.108,9882,7808
2023-12-14,23.209,24.181,22.587,23.631,8302,7122
2023-12-14,23.917,24.113,23.62,23.806,11387,5706
2023-12-14,23.365,24.225,22.957,23.352,23469,3507
2023-12-14,23.33,24.316,22.595,23.278,32477,5624
2023-12-14,24.007,24.185,23.091,23.443,18992,4266
2023-12-14,23.909,24.634,23.297,24.516,48195,1405
2023-12-14,23.974,24.558,23.389,24.022,28733,2396
2023-12-14,23.619,24.462,22.864,23.041,10037,4896
2023-12-14,23.781,23.972,23.512,23.572,35943,9484
2023-12-14,23.178,23.64,22.673,23.036,17498,4733
2023-12-14,24.711,25.174,24.674,25.17,7891,5978
2023-12-14,23.383,23.416,22.935,23.057,46291,8175
2023-12-14,24.604,25.596,23.621,24.752,47524,8226
2023-12-14,23.385,24.095,23.146,23.266,21452,6865
2023-12-14,23.676,24.574,23.512,23.902,20961,1494
2023-12-14,23.468,24.397,23.266,23.715,2760,8574
2023-12-14,23.296,23.592,22.536,23.42,33434,9001
2023-12-14,23.423,24.414,23.312,24.155,48173,5355
2023-12-14,24.552,24.866,24.116,24.523,24348,8162
2023-12-14,23.164,23.627,22.396,22.542,46153,7529
2023-12-14,24.514,24.587,24.173,24.247,41762,9876
2023-12-14,24.859,25.351,24.678,25.266,23452,2985
2023-12-14,24.362,25.022,23.491,24.059,43836,9764
2023-12-14,23.129,23.561,22.27,22.815,43338,1637
2023-12-14,24.845,25.267,24.58,24.685,43804,2018
2023-12-14,23.353,23.873,22.658,23.208,18043,3961
2023-12-14,23.634,24.431,22.803,23.958,1018,2763
2023-12-14,24.245,25.104,23.6,24.212,28914,3027
2023-12-14,23.09,23.18,23.0,23.138,19037,1990
2023-12-14,23.651,23.66,23.496,23.604,7141,159
2023-12-14,24.39,24.839,23.808,23.811,8556,103
2023-12-14,23.871,24.708,23.077,23.436,14796,3747
2023-12-14,23.953,24.41,23.53,24.142,9375,5009
2023-12-14,24.839,25.713,24.67,25.237,47721,7794
2023-12-14,23.599,23.626,23.154,23.506,48798,4283
2023-12-14,24.683,25.203,24.047,25.171,28590,7364
2023-12-14,23.422,23.899,22.553,22.953,43510,5490
2023-12-14,23.116,23.965,22.801,23.725,2464,9954
2023-12-14,23.739,24.352,23.209,23.425,34610,8527
2023-12-14,23.336,23.771,22.77,22.777,29634,3197
2023-12-14,23.075,23.181,22.207,22.564,25647,1328
2023-12-14,24.776,25.743,24.184,24.915,46843,9264
2023-12-14,23.782,23.801,23.128,23.801,48718,1583
2023-12-14,23.516,24.138,22.521,23.743,13792,389
2023-12-14,23.133,23.573,22.544,22.709,42550,6898
2023-12-14,24.182,24.221,23.548,24.199,34916,4145
2023-12-14,24.984,25.033,24.876,24.911,46158,2345
2023-12-14,23.933,24.077,23.368,24.045,29278,907
2023-12-14,24.763,24.798,23.842,24.772,31050,906
2023-12-14,24.793,25.689,24.238,24.64,5233,7906
2023-12-14,23.392,23.563,23.232,23.384,18809,9184
2023-12-14,23.911,24.242,23.654,23.74,14915,6134
2023-12-14,23.286,24.125,23.048,23.991,29220,7962
2023-12-14,24.794,25.307,24.412,25.019,15259,2224
2023-12-14,24.935,25.784,24.35,24.37,12006,946
2023-12-14,23.214,23.535,22.586,22.806,40228,1997
2023-12-14,23.093,23.105,22.771,22.832,1651,5603
2023-12-14,24.04,24.375,23.484,24.182,15087,401
2023-12-14,23.513,24.314,23.006,23.073,47403,9945
2023-12-14,24.996,25.379,24.824,25.372,16389,4293
2023-12-14,23.943,24.415,23.134,24.412,20736,9715
2023-12-14,24.884,25.058,24.586,24.806,16598,7312
2023-12-14,24.399,24.504,23.471,23.939,11882,3993
2023-12-14,23.053,23.473,22.496,22.65,38796,6101
2023-12-14,24.839,25.286,24.006,25.012,7810,6482
2023-12-14,23.549,24.003,23.153,23.423,48985,5793
2023-12-14,23.044,23.717,22.192,23.44,22530,5184
2023-12-14,23.659,24.272,23.509,24.202,12566,8624
2023-12-14,23.785,23.816,23.054,23.465,19873,9749
2023-12-14,24.063,24.858,23.782,24.495,32676,9212
2023-12-14,23.127,23.48,22.189,22.349,26670,1793
2023-12-14,23.234,23.663,22.628,23.178,27695,5153
2023-12-14,23.336,24.076,22.348,22.513,39425,738
2023-12-14,23.683,23.81,22.982,23.177,2359,3242
2023-12-14,24.984,25.589,24.872,25.412,49165,1888
2023-12-14,23.049,23.243,22.376,22.431,3761,2682
2023-12-14,24.919,25.838,24.231,25.094,36865,3027
2023-12-14,23.854,23.904,23.786,23.856,33634,7506
2023-12-14,24.961,25.619,24.497,25.109,40654,1984
2023-12-14,23.038,23.774,22.328,22.714,25920,7345
2023-12-14,23.292,23.587,22.32,23.35,5887,9306
2023-12-14,24.048,24.213,23.085,24.135,44287,7182
2023-12-14,24.885,24.966,24.747,24.781,40188,1501
2023-12-14,23.671,24.288,23.433,24.157,10697,4429
2023-12-14,23.407,24.371,23.161,23.983,25367,6754
2023-12-14,23.701,23.778,23.325,23.543,40574,9002
2023-12-14,24.991,25.038,24.459,24.509,14808,8094
2023-12-14,24.509,25.267,24.462,24.956,42129,993
2023-12-14,23.359,24.201,23.076,24.021,43659,8885
2023-12-14,23.166,23.233,22.671,23.081,15664,7710
2023-12-14,24.549,24.856,24.382,24.667,14666,5422
2023-12-14,23.196,23.254,22.987,23.189,35171,3722
2023-12-14,24.017,24.922,23.32,23.914,47336,1674
2023-12-14,23.302,24.223,23.116,24.079,27016,6327
2023-12-14,24.995,25.819,24.752,25.212,44922,9594
2023-12-14,24.689,25.484,23.847,24.302,41282,8022
2023-12-14,24.733,25.359,23.974,25.02,19739,1057
2023-12-14,24.181,24.556,23.954,24.201,28358,9765
2023-12-14,23.774,23.923,23.082,23.183,32897,9772
2023-12-14,23.292,23.337,23.015,23.321,33542,7273
2023-12-14,23.732,24.574,22.781,23.736,2204,1500
2023-12-14,24.052,24.811,23.948,24.371,17922,4750
2023-12-14,23.709,24.472,23.195,23.96,5193,809
2023-12-14,24.129,24.402,23.88,24.281,12142,8748
2023-12-14,24.119,24.281,23.638,24.032,46782,8542
2023-12-14,24.675,24.822,24.546,24.6,27589,4745
2023-12-14,23.199,23.629,22.488,23.458,10058,7175
2023-12-14,23.964,24.177,23.329,23.939,22071,2799
2023-12-14,23.639,23.9,23.22,23.245,4417,3942
2023-12-14,24.813,24.874,24.733,24.76,27178,1079
2023-12-14,23.549,24.539,23.123,24.021,45152,3481
2023-12-14,23.076,23.344,22.485,22.591,18294,800
2023-12-14,23.44,24.407,22.967,24.008,11084,8237
2023-12-14,23.244,23.814,22.384,23.228,47537,5802
2023-12-14,23.989,24.857,23.412,23.431,27351,4399
2023-12-14,23.887,24.546,22.934,23.274,9690,8825
2023-12-14,23.3,23.957,22.596,23.233,38539,7791
2023-12-14,23.177,23.43,22.935,23.077,14414,4030
2023-12-14,23.522,24.359,22.872,23.28,15763,3303
2023-12-14,24.928,25.428,24.688,25.211,24436,3352
2023-12-14,23.058,23.183,23.034,23.181,40199,208
2023-12-14,23.424,24.084,22.865,23.507,28659,2459
2023-12-14,23.867,24.276,23.07,23.628,28246,2540
2023-12-14,23.034,23.367,23.017,23.34,12042,2878
2023-12-14,24.592,24.773,23.793,24.062,45865,1681
2023-12-14,24.09,25.041,23.358,23.856,49082,3800
2023-12-14,23.384,23.906,22.987,23.438,6154,165
2023-12-14,24.758,25.122,23.895,24.661,47809,5437
2023-12-14,23.928,24.891,23.792,24.552,48457,2969
2023-12-14,24.422,24.429,24.112,24.14,2717,6326
2023-12-14,23.317,23.76,22.766,22.794,46417,5525
2023-12-14,24.902,25.39,24.42,25.148,49855,1937
2023-12-14,24.179,25.134,23.441,23.749,41739,4122
2023-12-14,23.605,24.382,23.421,24.251,9397,2250
2023-12-14,24.115,24.519,23.381,23.903,48388,337
2023-12-14,23.154,23.582,22.52,23.491,4803,2662
2023-12-14,24.215,24.572,23.596,23.644,36098,1079
2023-12-14,24.158,25.094,23.63,24.148,35090,2236
2023-12-14,23.178,23.277,23.004,23.275,42641,8756
2023-12-14,23.857,23.963,22.941,23.006,17116,765
